wikiStats|id

redirects|6797
r|Templat:Wuluhan, jember|Templat:Wuluhan, Jember
r|Templat:Country data Sahrawi Arab Democratic Republic|Templat:Country data Republik Demokratik Arab Sahrawi
r|Templat:WikiZombi|Templat:Pengguna wikipedia/WikiZombi
r|Templat:Country data Kyōto Prefecture|Templat:Country data Kyoto
r|Templat:Pengguna Wirausaha|Templat:Pengguna Wiraswasta
r|Templat:HariIniDalamSejarah/7 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Kabupaten Elko, Nevada|Templat:Elko County, Nevada
r|Templat:Browsebar|Templat:Kategori utama
r|Templat:MICEX|Templat:MICEX-RTS
r|Templat:Pengguna lukis|Templat:Pengguna Lukis
r|Templat:EnglishStatisticsYear|Templat:Tahun statistik Britania Raya
r|Templat:Mobil Toyota|Templat:Toyota
r|Templat:Demografinegara|Templat:Demografi negara
r|Templat:Yemf|Templat:YEMf
r|Templat:Seri D/H|Templat:Serie D
r|Templat:Location map Marshall islands|Templat:Location map Kepulauan Marshall
r|Templat:Country data TTO|Templat:Country data Trinidad dan Tobago
r|Templat:Budaya Jepang-stub|Templat:Jepang-budaya-stub
r|Templat:Country data Sint Marteen|Templat:Country data Sint Maarten
r|Templat:NIK|Templat:NIC
r|Templat:SUD|Templat:SDN
r|Templat:Kontes Kecantikan|Templat:Kotak info kontes kecantikan
r|Templat:Dumai timur,Dumai|Templat:Dumai Timur, Dumai
r|Templat:Infobox Kota|Templat:Infobox settlement
r|Templat:Country data Shiga Prefecture|Templat:Country data Shiga
r|Templat:England topics|Templat:Topik Inggris
r|Templat:Korea utara|Templat:Korea Utara
r|Templat:Televisi-Kristen-stub|Templat:Kristen-TV-stub
r|Templat:Provinsi di Turkmenistan|Daftar provinsi Turkmenistan
r|Templat:Kota Gunung Sitoli|Templat:Kota Gunungsitoli
r|Templat:HariIniDalamSejarah/4 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Infobox Naruto character|Templat:Karakter Naruto
r|Templat:U.S. Città di Palermo squad|Templat:Skuat U.S. Palermo
r|Templat:SEY|Templat:SYC
r|Templat:Country data Antilles Belanda|Templat:Country data Antillen Belanda
r|Templat:Pengguna PW Manga|Templat:Pengguna anggota PW Animanga
r|Templat:Infobox person|Templat:Infobox Person
r|Templat:Flag icon|Templat:Flagicon
r|Templat:Country data South Australia|Templat:Country data Australia Selatan
r|Templat:Pohon-stub|Templat:Tumbuhan-stub
r|Templat:PerangSipilAS-pertempuran-stub|Templat:PerangSaudaraAS-pertempuran-stub
r|Templat:Country data Ivory Coast|Templat:Country data Pantai Gading
r|Templat:BeritaUtama|Templat:Peristiwa Terkini
r|Templat:Country data GUF|Templat:Country data Guyana Perancis
r|Templat:HariIniDalamSejarah/15 Juni|Templat:Hari Ini Dalam Sejarah/Juni
r|Templat:The yardbirds|Templat:The Yardbirds
r|Templat:Infobox Pageant titleholder|Templat:Infobox pageant titleholder
r|Templat:Country data Kyoto Prefecture|Templat:Country data Kyoto
r|Templat:-w|Templat:–wrap
r|Templat:HakciptaPenggunaanBebasTetapi|Templat:HakCiptaPenggunaanBebasTetapi
r|Templat:.))|Templat:Hahaha
r|Templat:Selamat datang/en|Templat:Selamat datang/En
r|Templat:History of Spain|Templat:Sejarah Spanyol
r|Templat:Three kingdoms infobox|Templat:Three Kingdoms infobox
r|Templat:Komen|Templat:Komentar
r|Templat:Infobox penyakit|Templat:Infobox Disease
r|Templat:Infobox Water transit|Templat:Infobox water transit
r|Templat:HariIniDalamSejarah/13 Desember|Templat:Hari Ini Dalam Sejarah/Desember
r|Templat:NZ|Templat:NZL
r|Templat:Tn browse|Templat:Infobox road/TN browse
r|Templat:Infobox actress|Templat:Infobox Person
r|Templat:A romawi|Templat:Pengalihan dari templat angka romawi lain
r|Templat:Telenovela|Templat:Infobox television
r|Templat:Country data AHO|Templat:Country data Antillen Belanda
r|Templat:United States presidential election, 2008 navigation|Templat:Pilpres AS 2008
r|Templat:Ibukota di Republik Rusia|Templat:Ibu kota di Republik Rusia
r|Templat:Country data Para|Templat:Country data Pará
r|Templat:Country data MLI|Templat:Country data Mali
r|Templat:Infobox penyanyi Indonesia|Templat:Infobox penyanyi indonesia
r|Templat:Uruguay-footy-bio-stub|Templat:Pemain-sb-stub
r|Templat:Minnow|Templat:Whack
r|Templat:Nav tahun/doc|Templat:Navtahun/doc
r|Templat:Location map Russia Ingushetia|Templat:Location map Rusia Ingushetia
r|Templat:Country data Saint Pierre and Miquelon|Templat:Country data Saint Pierre dan Miquelon
r|Templat:HariIniDalamSejarah/1 Maret|Templat:Hari Ini Dalam Sejarah/Maret
r|Templat:Infobox nrhp/nm|Templat:Infobox nrhp/nmem
r|Templat:Fossil range|Templat:Rentang fosil
r|Templat:Sumpyuh, Banyumas|Templat:Sumpiuh, Banyumas
r|Templat:PA-geo-stub|Templat:Palestina-geo-stub
r|Templat:Location map Russia Chechnya|Templat:Location map Rusia Chechnya
r|Templat:Zaf|Templat:ZAF
r|Templat:Governorat Bahrain|Templat:Kegubernuran di Bahrain
r|Templat:Uni Emirat Arab-geo-stub|Templat:UniEmiratArab-geo-stub
r|Templat:Cattree|Templat:Pohon kategori
r|Templat:Baolan, Toli-Toli|Templat:Baolan, Tolitoli
r|Templat:Country data Negara Basque|Templat:Country data País Vasco
r|Templat:NA|Templat:N/A
r|Templat:Country data UZB|Templat:Country data Uzbekistan
r|Templat:Country data Bangka Belitung|Templat:Country data Kepulauan Bangka Belitung
r|Templat:ASX|Templat:Asx
r|Templat:Wikisource-author|Templat:Wikisource author
r|Templat:Kotakperang|Templat:Infobox Konflik
r|Templat:Cooperation Council for the Arab States of the Gulf (CCASG)|Templat:CCASG
r|Templat:Perusahaan DAX|Templat:DAX companies
r|Templat:BeritaPortalKomunitas/Arsip|Wikipedia:WartaWiki/Arsip
r|Templat:Translation|Templat:Periksaterjemahan
r|Templat:Country data Australian Capital Territory|Templat:Country data Teritori Ibu Kota Australia
r|Templat:Kecamatan Bungku Tengah|Templat:Bungku Tengah, Morowali
r|Templat:Portal/KategoriAgama&Kepercayaana|Portal:Daftar portal/KategoriAgama&Kepercayaan
r|Templat:Sri Lanka-geo-stub|Templat:SriLanka-geo-stub
r|Templat:Infobox Football biography|Templat:Infobox football biography
r|Templat:Geohack|Templat:GeoTemplate
r|Templat:CURRENTDAYWIT|Templat:WIT
r|Templat:Med3|Templat:Perunggu
r|Templat:HariIniDalamSejarah/21 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Age at date|Templat:Umur pada tanggal
r|Templat:Country data CTA|Templat:Country data Republik Afrika Tengah
r|Templat:Infobox television Amazing Race|Templat:Infobox Television Amazing Race
r|Templat:Infobox Movie/doc|Templat:Kotak info film/doc
r|Templat:Country data BOL|Templat:Country data Bolivia
r|Templat:Country data Mie Prefecture|Templat:Country data Mie
r|Templat:HariIniDalamSejarah/29 Desember|Templat:Hari Ini Dalam Sejarah/Desember
r|Templat:Introkopi|Templat:Warung Kopi
r|Templat:Infobox Chancellor|Templat:Infobox Officeholder
r|Templat:Country data SMR|Templat:Country data San Marino
r|Templat:FIBA World Championship|Templat:Kejuaraan Dunia FIBA
r|Templat:Ibdb show|Templat:IBDB show
r|Templat:Infobox River|Templat:Infobox river
r|Templat:Selamatdatang/doc|Templat:Selamat datang/doc
r|Templat:Location map Delaware, Amerika Serikat|Templat:Location map USA Delaware
r|Templat:Kebayoran Lama, Jakarta Selatan|Templat:Kota Jakarta Selatan
r|Templat:Skuad Italia Piala Dunia 1974|Templat:Skuat PD1974 Italia
r|Templat:US state flags|Templat:Bendera di AS
r|Templat:S-line/CityRail regional left/Southern Highlands|Templat:S-line/CityRail left/Southern Highlands
r|Templat:HariIniDalamSejarah/21 Desember|Templat:Hari Ini Dalam Sejarah/Desember
r|Templat:La browse|Templat:Infobox road/LA browse
r|Templat:HariIniDalamSejarah/3 Oktober|Templat:Hari Ini Dalam Sejarah/Oktober
r|Templat:Pembalap-stub|Templat:Olahragawan-stub
r|Templat:Country data Dutch East Indies|Templat:Country data Hindia-Belanda
r|Templat:Football player infobox2|Templat:Infobox football biography
r|Templat:Country data East Flanders|Templat:Country data Flandria Timur
r|Templat:ESA|Templat:SLV
r|Templat:Country data TGA|Templat:Country data Tonga
r|Templat:2014 FIFA World Cup qualification – AFC Third Round Group D|Templat:KPD2014 – B3 Asia Grup D
r|Templat:Jogja-stub|Templat:Yogyakarta-stub
r|Templat:Infobox Metropolitan Area|Templat:Infobox US metropolitan area
r|Templat:Lb|Templat:Lb icon
r|Templat:Ukuran kartu sim|Templat:Ukuran kartu SIM
r|Templat:BAN|Templat:BGD
r|Templat:Perencanaan-stub|Templat:Stub
r|Templat:Country data PRI|Templat:Country data Puerto Riko
r|Templat:Pengguna desainer|Templat:Pengguna Desainer
r|Templat:PemudaWidyawan|Templat:Pengguna PemudaWidyawan
r|Templat:Country data Kastilia|Templat:Country data Castile
r|Templat:KepulauanSolomon-bio-stub|Templat:Solomon-bio-stub
r|Templat:Country data Altai Republic|Templat:Country data Republik Altai
r|Templat:Kitab Kejadian|Templat:Kejadian
r|Templat:Country data French Guiana|Templat:Country data Guyana Perancis
r|Templat:Country data British Mandate for Palestine|Templat:Country data Palestina
r|Templat:Country data Faroe Islands|Templat:Country data Kepulauan Faroe
r|Templat:Infobox Hungarian settlement|Templat:Infobox settlement
r|Templat:Bunga-stub|Templat:Tumbuhan-stub
r|Templat:Cities and municipalities in Kreis Dithmarschen|Templat:Cities and towns in Dithmarschen
r|Templat:Country data Vatican City|Templat:Country data Vatikan
r|Templat:Country data Deutschland|Templat:Country data Jerman
r|Templat:Skuad PD2010 Inggris|Templat:Skuat PD2010 Inggris
r|Templat:Country data Hiroshima Prefecture|Templat:Country data Hiroshima
r|Templat:F1-Judul2|Templat:F1-judul2
r|Templat:Pengguna berdomisili di Manado, Sulawesi Utara|Templat:Pengguna Manado
r|Templat:Sabda|Templat:Ayat Alkitab
r|Templat:HariIniDalamSejarah/30 Desember|Templat:Hari Ini Dalam Sejarah/Desember
r|Templat:HariIniDalamSejarah/19 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Hindu awatara|Templat:Hindu Awatara
r|Templat:Country data MDV|Templat:Country data Maladewa
r|Templat:Korsel-stub|Templat:KoreaSelatan-stub
r|Templat:EnergyNSW|Templat:Produksi energi di New South Wales
r|Templat:Sumatra Selatan|Templat:Sumatera Selatan
r|Templat:HON|Templat:HND
r|Templat:Country data INA|Templat:Country data Indonesia
r|Templat:Negara bagian North Dakota|Templat:Negara bagian Dakota Utara
r|Templat:Hanacaraka|Templat:Aksara Jawa
r|Templat:HariIniDalamSejarah/1 November|Templat:Hari Ini Dalam Sejarah/November
r|Templat:Country data Saint Barthélemy|Templat:Country data Saint-Barthélemy
r|Templat:Snamaterlarang|Templat:Nama terlarang/S
r|Templat:Katingan Tengah|Templat:Katingan Tengah, Katingan
r|Templat:User min-ma-1|Templat:User min-1
r|Templat:FA Cup Finals|Templat:Piala FA
r|Templat:Provinsi turki|Templat:Provinsi Turki
r|Templat:Utama|Templat:Main
r|Templat:Bandar Udara di Indonesia|Templat:Bandara di Indonesia
r|Templat:HariIniDalamSejarah/9 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Country data British Indian Ocean Territory|Templat:Country data Wilayah Samudra Hindia Britania
r|Templat:Morocco-footy-bio-stub|Templat:Pemain-sb-maroko-stub
r|Templat:Infobox penulis|Templat:Infobox Penulis
r|Templat:Daftar kota di timur tengah|Templat:Daftar kota di Timur Tengah
r|Templat:CityRail regional stations|Templat:CityRail stations
r|Templat:Ace|Templat:Ace icon
r|Templat:Pontianak Barat|Templat:Pontianak Barat, Pontianak
r|Templat:Tv-logo|Templat:Logo televisi
r|Templat:NED|Templat:NLD
r|Templat:Skuad PD2010 Swiss|Templat:Skuat PD2010 Swiss
r|Templat:Extra chronology 2|Templat:Extra chronology
r|Templat:Irlandia Utara-geo-stub|Templat:IrlandiaUtara-geo-stub
r|Templat:Infobox language/genetic/doc|Templat:Infobox Bahasa/genetic/doc
r|Templat:Country data GUM|Templat:Country data Guam
r|Templat:Country data Latvian SSR|Templat:Country data RSS Latvia
r|Templat:HariIniDalamSejarah/9 Januari|Templat:Hari Ini Dalam Sejarah/Januari
r|Templat:Country data Malut|Templat:Country data Maluku Utara
r|Templat:Infobox royalti|Templat:Infobox Royalty
r|Templat:Country data Negeri Basque|Templat:Country data País Vasco
r|Templat:Petenis nomor satu dunia|Templat:Petenis pria nomor satu dunia
r|Templat:Daftar Daerah Tingkat II Banten|Daftar kabupaten dan kota di Banten
r|Templat:Country data NGA|Templat:Country data Nigeria
r|Templat:HariIniDalamSejarah/20 April|Templat:Hari Ini Dalam Sejarah/April
r|Templat:Purple|Templat:Ungu
r|Templat:Dts/out1|Templat:Dts/outmdy1
r|Templat:Amerika-serikat-stub|Templat:AS-stub
r|Templat:General relativity|Templat:Relativitas umum
r|Templat:Wikivar|Wikipedia:Wikivar
r|Templat:Infobox sepak bola LPI|Templat:Kotak info klub sepak bola
r|Templat:Country data Jakarta|Templat:Country data Daerah Khusus Ibukota Jakarta
r|Templat:Wpbannermeta/importance|Templat:WPBannerMeta/importance
r|Templat:Country data UNASUL|Templat:Country data Union of South American Nations
r|Templat:Non-free media rationale|Templat:Non-free use rationale
r|Templat:Pengguna sepeda motor|Templat:Pengguna Sepeda Motor
r|Templat:Eastern Christianity|Templat:Ritus Timur
r|Templat:Cleanup-section|Templat:Sub-rapikan
r|Templat:Pengguna Pijar Teologi|Templat:Pengguna Pijar Teologi 2011
r|Templat:Daftar diskusi/Isi|Templat:Daftar diskusi
r|Templat:Country data South Sudan|Templat:Country data Sudan Selatan
r|Templat:PD-textlogo|Templat:DU-tekslogo
r|Templat:Football League One|Templat:Liga Satu Inggris
r|Templat:Template group|Templat:Kelompok templat
r|Templat:Portalpar|Templat:Portal
r|Templat:Fossil range/Sandbox|Templat:Rentang fosil
r|Templat:HariIniDalamSejarah/12 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:MAK|Templat:MAC
r|Templat:Tokohwn|Templat:Daftartokohwn
r|Templat:Sh|Templat:Sh icon
r|Templat:Infobox color|Templat:Infobox Color
r|Templat:Country data Limburg (Netherlands)|Templat:Country data Limburg
r|Templat:Governorat Lebanon|Templat:Kegubernuran Lebanon
r|Templat:Province of Cuneo|Templat:Provinsi Cuneo
r|Templat:Pengarang-stub|Templat:Penulis-stub
r|Templat:HariIniDalamSejarah/28 Agustus|Templat:Hari Ini Dalam Sejarah/Agustus
r|Templat:Infobox State Senator|Templat:Infobox Officeholder
r|Templat:Birthdate|Templat:Birth date
r|Templat:Usc|Templat:UnitedStatesCode
r|Templat:Tomini, parigi moutong|Templat:Tomini, Parigi Moutong
r|Templat:Provinsi Indonesia|Templat:Provinsi di Indonesia
r|Templat:Template group/doc|Templat:Kelompok templat/doc
r|Templat:Infobox CVG|Templat:Infobox video game
r|Templat:V koto kampung dalam, padang pariaman|Templat:V Koto Kampung Dalam, Padang Pariaman
r|Templat:HariIniDalamSejarah/10 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:SUL Box|Templat:User SUL
r|Templat:Bahasa|Templat:Infobox Bahasa
r|Templat:World Heritage Sites in Japan|Templat:Situs Warisan Dunia di Jepang
r|Templat:Wppap/doc|Templat:WPPAP/doc
r|Templat:NewYorksportsvenues|Templat:Gelanggang olahraga di New York
r|Templat:Dewa Hindu|Templat:Hindu Dewa
r|Templat:People of the Sengoku period|Templat:Sengoku
r|Templat:Serialtelevisitahun|Templat:Serial televisi tahun
r|Templat:Pengguna Berhaluan Liberal|Templat:Pengguna Liberal
r|Templat:Infobox islands|Templat:Kotak info kepulauan
r|Templat:HariIniDalamSejarah/17 Juni|Templat:Hari Ini Dalam Sejarah/Juni
r|Templat:Gambar bermasalah|Templat:Berkas bermasalah
r|Templat:Portuguese Royal Family|Templat:Keluarga Kerajaan Portugal
r|Templat:Country data ITA 1861-1946|Templat:Country data Kerajaan Italia
r|Templat:Country data Uzbek SSR|Templat:Country data RSS Uzbekistan
r|Templat:The osbournes|Templat:The Osbournes
r|Templat:Fr icon|Templat:Fr
r|Templat:SHE|Templat:SHN
r|Templat:PD-ID-Gov|Templat:DU-PemerintahIndonesia
r|Templat:Bendera Amerika Serikat|Templat:Bendera di AS
r|Templat:Nj browse|Templat:Infobox road/NJ Browse
r|Templat:Tahunmenurutkawasan|Templat:Tahun menurut kawasan
r|Templat:Football club infobox|Templat:Kotak info klub sepak bola
r|Templat:Romania-geo-stub|Templat:Rumania-geo-stub
r|Templat:FB row|Templat:Pertumbuhan Facebook/row
r|Templat:DIY|Templat:Daerah Istimewa Yogyakarta
r|Templat:Country data SYC|Templat:Country data Seychelles
r|Templat:Arrow|Templat:Panah
r|Templat:Location map Russia Khakassia|Templat:Location map Rusia Khakassia
r|Templat:Infobox Political Party|Templat:Infobox partai politik
r|Templat:Country data Bahamas|Templat:Country data Bahama
r|Templat:Army|Templat:Angkatan darat
r|Templat:Referensi web|Templat:Cite web
r|Templat:RSA|Templat:ZAF
r|Templat:Country data GIB|Templat:Country data Gibraltar
r|Templat:Kanton di Bosnia|Templat:Kanton di Federasi Bosnia dan Herzegovina
r|Templat:Nobel Kimia 2001 – 2025|Templat:Nobel Kimia
r|Templat:Dynamic list|Templat:Daftar tidak lengkap
r|Templat:Wikiquotepar|Templat:Wikiquote-en
r|Templat:Country data MON|Templat:Country data Monako
r|Templat:North Atlantic Treaty Organisation (NATO)|Templat:Pakta Pertahanan Atlantik Utara
r|Templat:Pengguna maroon|Templat:Pengguna Maroon
r|Templat:Catmain|Templat:Artikel utama
r|Templat:LP|Templat:Linkin Park
r|Templat:Germany districts north rhine-westphalia|Templat:Nordrhein-Westfalen
r|Templat:Sosiologi-stub|Templat:Sosio-stub
r|Templat:Yes2|Templat:Ya2
r|Templat:Country data Castile and León|Templat:Country data Castilla y León
r|Templat:Cijulang, Ciamis|Templat:Cijulang, Pangandaran
r|Templat:P|Templat:Pranala
r|Templat:KBBI daring/bak pasir|Templat:KBBI daring/Bak pasir
r|Templat:Information page|Templat:Halaman informasi
r|Templat:Alias untuk negara|Templat:Alias negara
r|Templat:Karakter Naruto (anime)|Templat:Karakter Naruto
r|Templat:Country data Bosnia dan herzegovina|Templat:Country data Bosnia dan Herzegovina
r|Templat:MerekCDMA|Templat:Telepon seluler di Indonesia
r|Templat:Fauna-stub|Templat:Hewan-stub
r|Templat:NYCS Fourth north|Templat:NYCS Fourth Montague
r|Templat:Country data Slovakia|Templat:Country data Slowakia
r|Templat:NewSouthWales-geo-stub|Templat:Geo-stub
r|Templat:Kotak info aktor|Templat:Infobox Person
r|Templat:Country data TRI|Templat:Country data Trinidad dan Tobago
r|Templat:Politics of El Salvador|Templat:Politik El Salvador
r|Templat:Software Infobox|Templat:Infobox Software
r|Templat:Location map Russia Chuvashia|Templat:Location map Rusia Chuvashia
r|Templat:Country data NAM|Templat:Country data Namibia
r|Templat:IPA-poly|Templat:IPA-all
r|Templat:Infobox Israel village|Templat:Infobox Kibbutz
r|Templat:Country data Prefektur Mie|Templat:Country data Mie
r|Templat:Pangandaran, Ciamis|Templat:Pangandaran, Pangandaran
r|Templat:Song infobox|Templat:Infobox Song
r|Templat:HariIniDalamSejarah/21 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Country data Uni soviet|Templat:Country data Uni Soviet
r|Templat:Negara G8|Templat:G8
r|Templat:Country data North Brabant|Templat:Country data Brabant Utara
r|Templat:Nilai Tukar|Templat:Nilai tukar
r|Templat:Uk-railway-routemap|Templat:UK-railway-routemap
r|Templat:Grand Prix race report infobox|Templat:Infobox Grand Prix race report
r|Templat:Country data LKA|Templat:Country data Sri Lanka
r|Templat:Timeline of rabindranath tagore|Templat:Timeline of Rabindranath Tagore
r|Templat:Location map Algeria|Templat:Location map Aljazair
r|Templat:Rumah-stub|Templat:Bangunan-stub
r|Templat:Senat Negara Bagian Illinois|Templat:Senator Negara Bagian Illinois
r|Templat:Mbox templates|Templat:Templat-templat kotak pesan
r|Templat:Rapikan-templat|Templat:Rapikantemplat
